"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","time_period","SWA","t"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t1",2490.88702456437,"1"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t2",2072.90268770082,"2"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t3",0,"3"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t4",0,"4"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t5",0,"5"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t6",0,"6"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t7",0,"7"
1,"dammed","UBV",2023,290,2213.4539,2488.49380369484,59.8298993802989,0.904912417178559,0.0223651838110735,2,2,0,0,2.26072006276547,"SWA_t8",0,"8"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t1",3657.12805883744,"1"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t2",2033.11561937893,"2"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t3",78.1807902873731,"3"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t4",0,"4"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t5",0,"5"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t6",0,"6"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t7",0,"7"
1,"undammed","UBV",2023,290,2213.4539,3810.94290931523,63.1882382090685,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t8",0,"8"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t1",3758.26978412002,"1"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t2",2004.92666275338,"2"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t3",32.6088298692423,"3"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t4",0,"4"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t5",NA,"5"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t6",0,"6"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t7",0,"7"
4,"dammed","UBV",2023,250,2213.4539,4448.50841443241,63.7010319249402,0.900668486927604,0.0232860577242285,1,1,0,0,1.13675702075356,"SWA_t8",0,"8"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t1",3416.63657753538,"1"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t2",962.077232882556,"2"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t3",0,"3"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t4",0,"4"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t5",NA,"5"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t6",0,"6"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t7",0,"7"
4,"undammed","UBV",2023,250,2213.4539,4628.98940950632,55.719761221636,0.904912417178559,0.0223651838110735,0,0,0,0,0,"SWA_t8",0,"8"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t1",1897.51781329548,"1"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t2",78.9341949175386,"2"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t3",78.9341949175386,"3"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t4",78.9341949175386,"4"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t5",NA,"5"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t6",157.550947564957,"6"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t7",78.9341949175386,"7"
5,"dammed","UBV",2023,250,1536.0673,3646.06784006953,62.1599742111152,0.895008488885294,0.0213770250996289,1,1,0,0,1.1417142934335,"SWA_t8",157.550947564957,"8"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t1",1288.53691946969,"1"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t2",0,"2"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t3",32.9152607200192,"3"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t4",0,"4"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t5",NA,"5"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t6",0,"6"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t7",0,"7"
5,"undammed","UBV",2023,250,1536.5099,4516.56147411466,59.8845629338549,0.897231508042035,0.0220028195330441,0,0,0,0,0,"SWA_t8",0,"8"
